Machine Name,P29201A
6.201,-1.072
6.251,-1.459
6.3,-1.217
6.349,-1.362
6.398,-1.605
6.448,-1.556
6.497,-2.041
6.546,-1.459
6.595,-0.927
6.644,-1.411
6.694,-1.023
6.743,-1.653
6.792,-1.023
6.841,-0.781
6.89,-1.217
6.94,-0.684
6.989,-0.878
7.038,-0.684
7.087,-0.151
7.137,-0.539
7.186,-1.072
7.235,-1.023
7.284,-1.508
7.333,-1.314
7.383,-1.992
7.432,-2.525
7.481,-2.041
7.53,-1.459
7.58,-0.297
7.629,-0.878
7.678,-1.992
7.727,-2.525
7.776,-3.446
7.826,-3.446
7.875,-3.591
7.924,-4.124
7.973,-4.318
8.022,-5.044
8.072,-5.48
8.121,-4.851
8.17,-5.48
8.219,-4.221
8.269,-3.349
8.318,-4.221
8.367,-4.221
8.416,-4.948
8.465,-5.19
8.515,-4.851
8.564,-5.335
8.613,-5.529
8.662,-6.304
8.712,-6.159
8.761,-5.626
8.81,-6.353
8.859,-7.031
8.908,-7.079
8.958,-8.145
9.007,-7.612
9.056,-7.564
9.105,-7.176
9.155,-6.353
9.204,-7.321
9.253,-7.418
9.302,-7.709
9.351,-7.951
9.401,-7.467
9.45,-7.467
9.499,-7.612
9.548,-7.37
9.597,-7.709
9.647,-7.273
9.696,-6.74
9.745,-6.934
9.794,-6.304
9.844,-6.982
9.893,-6.401
9.942,-6.304
9.991,-6.74
10.04,-6.449
10.09,-7.079
10.139,-7.273
10.188,-6.789
10.237,-6.692
10.287,-7.079
10.336,-6.74
10.385,-7.079
10.434,-6.401
10.483,-6.643
10.533,-6.837
10.582,-6.013
10.631,-6.304
10.68,-5.674
10.729,-6.256
10.779,-6.546
10.828,-6.353
10.877,-6.789
10.926,-6.304
10.976,-5.529
11.025,-5.384
11.074,-4.802
11.123,-4.754
11.172,-6.643
11.222,-6.982
11.271,-7.321
11.32,-6.013
11.369,-4.705
11.419,-3.93
11.468,-3.155
11.517,-3.543
11.566,-3.397
11.615,-2.671
11.665,-2.913
11.714,-2.913
11.763,-2.525
11.812,-2.671
11.861,-1.508
11.911,-1.653
11.96,-1.169
12.009,-0.684
12.058,-0.733
12.108,0.333
12.157,-0.394
12.206,-0.733
12.255,0.624
12.304,0.721
12.354,0.818
12.403,0.624
12.452,0.382
12.501,1.69
12.551,2.562
12.6,2.319
12.649,2.755
12.698,2.562
12.747,3.337
12.797,4.16
12.846,3.337
12.895,3.579
12.944,3.385
12.993,4.209
13.043,4.936
13.092,4.79
13.141,5.323
13.19,5.323
13.24,5.856
13.289,6.631
13.338,6.534
13.387,6.534
13.436,7.6
13.486,7.649
13.535,8.036
13.584,7.503
13.633,6.777
13.683,7.164
13.732,6.873
13.781,7.164
13.83,6.292
13.879,5.614
13.929,5.904
13.978,6.195
14.027,6.437
14.076,6.583
14.125,6.825
14.175,8.23
14.224,9.247
14.273,8.957
14.322,9.054
14.372,7.697
14.421,7.649
14.47,7.6
14.519,6.728
14.568,7.261
14.618,7.455
14.667,7.164
14.716,7.213
14.765,7.261
14.815,6.97
14.864,7.261
14.913,6.825
14.962,7.164
15.011,6.68
15.061,6.631
15.11,7.019
15.159,6.728
15.208,7.649
15.258,7.406
15.307,6.437
15.356,6.583
15.405,6.777
15.454,6.437
15.504,6.292
15.553,5.275
15.602,5.565
15.651,5.904
15.7,5.178
15.75,5.42
15.799,4.548
15.848,4.936
15.897,5.129
15.947,4.79
15.996,4.984
16.045,4.596
16.094,4.645
16.143,4.742
16.193,3.967
16.242,3.87
16.291,4.112
16.34,3.918
16.39,3.918
16.439,2.949
16.488,2.707
16.537,3.288
16.586,2.707
16.636,2.998
16.685,2.368
16.734,1.883
16.783,1.932
16.832,1.544
16.882,1.399
16.931,1.06
16.98,0.382
17.029,0.285
17.079,-0.2
17.128,-1.217
17.177,-1.847
17.226,-2.816
17.275,-1.459
17.325,-0.006
17.374,0.042
17.423,1.205
17.472,0.963
17.522,1.447
17.571,1.544
17.62,1.011
17.669,0.624
17.718,0.382
17.768,0.624
17.817,1.447
17.866,0.818
17.915,0.139
17.964,0.333
18.014,-0.151
18.063,0.527
18.112,-0.103
18.161,-0.394
18.211,0.285
18.26,-0.151
18.309,0.139
18.358,-0.248
18.407,-0.684
18.457,-0.248
18.506,0.042
18.555,-0.442
18.604,-0.636
18.654,-1.459
18.703,-0.927
18.752,-0.587
18.801,-1.314
18.85,-0.83
18.9,-1.992
18.949,-1.459
18.998,-1.12
19.047,-1.75
19.096,-1.799
19.146,-2.138
19.195,-1.411
19.244,-0.781
19.293,-1.556
19.343,-1.702
19.392,-1.169
19.441,-1.508
19.49,-0.684
19.539,-0.927
19.589,-1.362
19.638,-0.927
19.687,-1.459
19.736,-1.169
19.786,-1.653
19.835,-2.089
19.884,-1.702
19.933,-1.992
19.982,-2.089
20.032,-2.138
20.081,-2.622
20.13,-1.217
20.179,-0.539
20.229,-0.733
20.278,-1.217
20.327,-3.01
20.376,-3.01
20.425,-2.767
20.475,-3.252
20.524,-3.107
20.573,-4.608
20.622,-5.432
20.671,-4.996
20.721,-5.335
20.77,-5.529
20.819,-4.512
20.868,-4.076
20.918,-3.93
20.967,-4.996
21.016,-5.48
21.065,-5.432
21.114,-6.013
21.164,-5.432
21.213,-6.498
21.262,-7.128
21.311,-6.498
21.361,-6.885
21.41,-7.031
21.459,-7.321
21.508,-8.145
21.557,-8.29
21.607,-8.29
21.656,-7.806
21.705,-6.498
21.754,-6.885
21.803,-6.692
21.853,-6.643
21.902,-7.031
21.951,-6.595
22,-7.273
22.05,-6.74
22.099,-6.304
22.148,-6.546
22.197,-6.401
22.246,-6.449
22.296,-5.868
22.345,-5.432
22.394,-6.11
22.443,-6.207
22.493,-5.771
22.542,-6.498
22.591,-6.013
22.64,-6.692
22.689,-7.031
22.739,-6.885
22.788,-7.176
22.837,-6.304
22.886,-6.934
22.935,-7.225
22.985,-6.643
23.034,-6.498
23.083,-6.498
23.132,-6.013
23.182,-6.353
23.231,-5.529
23.28,-5.432
23.329,-5.626
23.378,-5.432
23.428,-6.401
23.477,-6.062
23.526,-5.238
23.575,-4.657
23.625,-4.172
23.674,-4.269
23.723,-4.269
23.772,-4.948
23.821,-6.353
23.871,-6.449
23.92,-5.238
23.969,-4.124
24.018,-2.428
24.067,-2.719
24.117,-3.446
24.166,-3.058
24.215,-2.913
24.264,-2.428
24.314,-2.961
24.363,-2.913
24.412,-2.138
24.461,-1.992
24.51,-1.653
24.56,-1.169
24.609,-1.556
24.658,-0.684
24.707,-0.49
24.757,-0.733
24.806,-0.297
24.855,-0.49
24.904,0.527
24.953,0.866
25.003,0.527
25.052,0.963
25.101,1.011
25.15,2.174
25.199,2.852
25.249,2.755
25.298,2.998
25.347,3.337
25.396,3.724
25.446,4.064
25.495,3.288
25.544,3.046
25.593,3.967
25.642,4.015
25.692,5.178
25.741,5.081
25.79,5.226
25.839,5.953
25.888,6.05
25.938,6.437
25.987,6.583
26.036,6.777
26.085,7.697
26.134,7.649
26.184,7.358
26.233,7.6
26.282,6.777
26.331,7.116
26.38,7.213
26.43,6.292
26.479,6.534
26.528,5.468
26.577,6.05
26.627,6.583
26.676,6.583
26.725,7.067
26.774,8.085
26.823,8.811
26.873,9.393
26.922,8.569
26.971,7.649
27.02,7.455
27.069,6.777
27.119,7.164
27.168,6.583
27.217,6.922
27.266,6.825
27.315,6.389
27.365,6.97
27.414,6.534
27.463,6.292
27.512,6.97
27.561,6.68
27.611,6.631
27.66,7.067
27.709,6.437
27.758,7.213
27.807,7.358
27.857,7.261
27.906,7.261
27.955,6.389
28.004,7.067
28.054,6.97
28.103,6.147
28.152,5.953
28.201,5.372
28.25,5.662
28.3,5.904
28.349,5.032
28.398,4.936
28.447,5.081
28.496,4.887
28.546,5.468
28.595,4.693
28.644,4.403
28.693,4.839
28.742,4.403
28.792,4.645
28.841,3.918
28.89,3.724
28.939,4.112
28.988,3.482
29.038,2.998
29.087,2.755
29.136,2.223
29.185,2.998
29.235,3.24
29.284,2.61
29.333,2.659
29.382,1.69
29.431,2.271
29.481,2.126
29.53,1.351
29.579,1.157
29.628,0.042
29.677,-0.151
29.727,-0.539
29.776,-1.895
29.825,-2.574
29.874,-1.75
29.923,-0.684
29.973,0.575
30.022,0.236
30.071,0.333
30.12,0.769
30.169,0.624
30.219,1.254
30.268,-0.006
30.317,-0.151
30.366,0.382
30.415,0.43
30.465,0.769
30.514,-0.006
30.563,-0.733
30.612,-0.006
30.662,0.139
30.711,-0.297
30.76,0.091
30.809,-0.733
30.858,0.042
30.908,-0.006
30.957,-0.151
31.006,0.091
31.055,-0.587
31.104,0.236
31.154,0.43
31.203,-0.151
31.252,-0.587
31.301,-0.878
31.35,-0.733
31.4,-0.054
31.449,-0.781
31.498,-1.023
31.547,-1.459
31.596,-1.75
31.646,-0.927
31.695,-2.138
31.744,-2.477
31.793,-1.75
31.842,-1.895
31.892,-1.556
31.941,-1.992
31.99,-2.428
32.039,-1.847
32.089,-1.75
32.138,-1.653
32.187,-1.653
32.236,-2.283
32.285,-1.702
32.335,-1.75
32.384,-1.944
32.433,-1.895
32.482,-2.574
32.531,-2.235
32.581,-2.38
32.63,-3.058
32.679,-2.38
32.728,-1.992
32.777,-1.023
32.827,-0.684
32.876,-1.992
32.925,-3.107
32.974,-3.591
33.023,-3.979
33.073,-3.397
33.122,-3.979
33.171,-5.044
33.22,-5.965
33.27,-5.917
33.319,-5.287
33.368,-5.917
33.417,-5.093
33.466,-4.318
33.516,-5.044
33.565,-5.287
33.614,-5.917
33.663,-6.643
33.712,-5.917
33.762,-5.917
33.811,-6.595
33.86,-6.692
33.909,-7.321
33.958,-6.595
34.008,-7.031
34.057,-7.806
34.106,-7.903
34.155,-8.63
34.204,-8.145
34.254,-7.418
34.303,-6.643
34.352,-6.498
34.401,-6.74
34.45,-7.031
34.5,-6.595
34.549,-7.031
34.598,-6.885
34.647,-6.692
34.697,-6.982
34.746,-6.11
34.795,-6.885
34.844,-7.128
34.893,-6.353
34.943,-6.256
34.992,-6.304
35.041,-6.643
35.09,-7.031
35.139,-6.789
35.189,-6.934
35.238,-7.128
35.287,-7.321
35.336,-8.242
35.385,-7.128
35.435,-6.643
35.484,-6.982
35.533,-6.934
35.582,-6.982
35.631,-6.062
35.681,-5.917
35.73,-6.013
35.779,-5.577
35.828,-5.577
35.878,-5.19
35.927,-4.512
35.976,-5.529
36.025,-5.917
36.074,-6.013
36.124,-5.723
36.173,-4.172
36.222,-4.754
36.271,-4.366
36.32,-4.608
36.37,-5.965
36.419,-6.256
36.468,-6.595
36.517,-6.159
36.566,-4.705
36.616,-3.494
36.665,-2.913
36.714,-3.349
36.763,-4.027
36.812,-2.816
36.862,-2.719
36.911,-2.961
36.96,-2.477
37.009,-3.252
37.058,-2.138
37.108,-1.556
37.157,-1.605
37.206,-1.314
37.255,-1.169
37.305,-0.49
37.354,-0.006
37.403,-0.2
37.452,0.139
37.501,0.575
37.551,0.818
37.6,1.205
37.649,0.818
37.698,1.593
37.747,2.416
37.797,2.465
37.846,3.579
37.895,2.852
37.944,3.095
37.993,3.918
38.043,3.143
38.092,3.046
38.141,3.143
38.19,2.852
38.239,3.967
38.289,4.403
38.338,4.645
38.387,5.275
38.436,4.887
38.486,5.904
38.535,6.098
38.584,6.583
38.633,7.406
38.682,7.309
38.732,8.182
38.781,8.036
38.83,7.503
38.879,7.358
38.928,7.116
38.978,6.825
39.027,7.164
39.076,5.904
39.125,5.711
39.174,5.953
39.224,5.808
39.273,6.437
39.322,6.244
39.371,7.503
39.42,8.375
39.47,8.617
39.519,8.521
39.568,7.455
39.617,6.728
39.666,6.825
39.716,6.244
39.765,6.583
39.814,6.728
39.863,5.856
39.913,6.728
39.962,6.534
40.011,6.534
40.06,6.825
40.109,6.195
40.159,6.777
40.208,6.777
40.257,6.583
40.306,6.631
40.355,6.728
40.405,7.552
40.454,7.988
40.503,6.922
40.552,6.728
40.601,6.97
40.651,6.68
40.7,6.873
40.749,5.711
40.798,5.904
40.847,6.05
40.897,5.856
40.946,6.147
40.995,5.032
41.044,4.645
41.093,5.081
41.143,4.984
41.192,4.79
41.241,4.5
41.29,3.773
41.34,4.451
41.389,4.16
41.438,3.87
41.487,3.821
41.536,2.998
41.586,3.482
41.635,3.046
41.684,2.852
41.733,2.755
41.782,2.852
41.832,3.434
41.881,3.628
41.93,2.707
41.979,2.465
42.028,2.416
42.078,2.077
42.127,2.416
42.176,1.254
42.225,0.672
42.274,0.333
42.324,-0.587
42.373,-1.072
42.422,-2.428
42.471,-1.702
42.521,-0.684
42.57,0.139
42.619,0.721
42.668,0.769
42.717,0.285
42.767,1.011
42.816,0.769
42.865,0.478
42.914,0.139
42.963,-0.733
43.013,0.769
43.062,0.769
43.111,0.333
43.16,-0.006
43.209,-0.248
43.259,0.575
43.308,0.478
43.357,0.188
43.406,0.236
43.455,0.091
43.505,0.042
43.554,0.818
43.603,-0.151
43.652,0.042
43.701,0.091
43.751,-0.2
43.8,0.188
43.849,-0.975
43.898,-0.975
43.948,-0.878
43.997,-0.878
44.046,-0.733
44.095,-1.459
44.144,-2.38
44.194,-2.138
44.243,-2.477
44.292,-2.574
44.341,-2.428
44.39,-2.719
44.44,-1.895
44.489,-2.38
44.538,-2.671
44.587,-2.283
44.636,-2.913
44.686,-1.799
44.735,-1.895
44.784,-1.895
44.833,-1.508
44.882,-1.944
44.932,-1.556
44.981,-1.362
45.03,-1.992
45.079,-2.089
45.129,-2.089
45.178,-2.331
45.227,-1.944
45.276,-2.38
45.325,-1.217
45.375,-0.394
45.424,-0.83
45.473,-1.12
45.522,-2.864
45.571,-3.494
45.621,-3.446
45.67,-3.785
45.719,-3.93
45.768,-4.851
45.817,-6.498
45.867,-5.771
45.916,-5.917
45.965,-6.401
46.014,-5.384
46.063,-5.626
46.113,-5.238
46.162,-5.432
46.211,-6.062
46.26,-6.449
46.309,-6.643
46.359,-5.965
46.408,-6.207
46.457,-6.982
46.506,-6.789
46.556,-6.304
46.605,-6.692
46.654,-6.207
46.703,-7.467
46.752,-7.612
46.802,-7.564
46.851,-6.982
46.9,-5.48
46.949,-6.11
46.998,-6.353
47.048,-6.546
47.097,-6.885
47.146,-6.546
47.195,-6.885
47.244,-7.515
47.294,-6.789
47.343,-6.692
47.392,-6.789
47.441,-6.934
47.49,-7.079
47.54,-5.82
47.589,-6.401
47.638,-6.401
47.687,-6.353
47.736,-7.176
47.786,-6.595
47.835,-6.401
47.884,-6.934
47.933,-7.128
47.983,-7.37
48.032,-6.546
48.081,-6.013
48.13,-6.934
48.179,-6.546
48.229,-6.256
48.278,-6.207
48.327,-5.238
48.376,-5.674
48.425,-5.238
48.475,-4.899
48.524,-4.754
48.573,-4.608
48.622,-5.529
48.671,-5.965
48.721,-4.996
48.77,-4.415
48.819,-3.833
48.868,-3.64
48.917,-4.705
48.967,-5.141
49.016,-6.401
49.065,-6.159
49.114,-5.238
49.164,-4.802
49.213,-2.913
49.262,-2.235
49.311,-2.767
49.36,-2.622
49.41,-2.574
49.459,-2.041
49.508,-1.605
49.557,-1.605
49.606,-1.459
49.656,-1.072
49.705,-0.49
49.754,0.672
49.803,-0.297
49.852,0.333
49.902,0.333
49.951,0.188
50,0.769
50.049,0.188
50.098,0.478
50.148,1.011
50.197,0.672
50.246,0.914
50.295,1.593
50.344,1.738
50.394,2.707
50.443,2.416
50.492,2.416
50.541,3.191
50.591,2.998
50.64,3.531
50.689,2.949
50.738,3.337
50.787,3.531
50.837,3.773
50.886,4.645
50.935,5.178
50.984,5.178
51.033,5.953
51.083,6.001
51.132,6.244
51.181,7.697
51.23,7.406
51.279,8.23
51.329,8.375
51.378,8.23
51.427,8.617
51.476,7.552
51.525,7.649
51.575,7.649
51.624,7.213
51.673,6.631
51.722,6.001
51.772,5.614
51.821,6.534
51.87,6.195
51.919,6.631
51.968,7.261
52.018,7.552
52.067,8.763
52.116,7.794
52.165,7.164
52.214,6.777
52.264,5.953
52.313,6.437
52.362,7.116
52.411,7.213
52.46,7.116
52.51,6.777
52.559,7.067
52.608,7.6
52.657,7.213
52.706,7.116
52.756,6.97
52.805,7.019
52.854,7.6
52.903,6.631
52.952,6.922
53.002,7.309
53.051,7.6
53.1,7.552
53.149,6.534
53.199,6.437
53.248,7.116
53.297,6.486
53.346,6.147
53.395,5.904
53.445,5.129
53.494,5.808
53.543,5.372
53.592,5.129
53.641,5.032
53.691,4.451
53.74,5.226
53.789,4.742
53.838,4.693
53.887,4.596
53.937,4.064
53.986,4.451
54.035,4.693
54.084,4.306
54.133,4.451
54.183,3.967
54.232,3.724
54.281,4.645
54.33,3.531
54.38,3.821
54.429,3.87
54.478,3.676
54.527,3.821
54.576,2.804
54.626,2.513
54.675,2.223
54.724,1.98
54.773,1.351
54.822,0.624
54.872,-0.587
54.921,-0.781
54.97,-2.186
55.019,-2.671
55.068,-2.089
55.118,-1.653
55.167,-0.2
55.216,-0.2
55.265,0.333
55.314,0.478
55.364,0.042
55.413,0.43
55.462,0.575
55.511,-0.151
55.56,0.285
55.61,0.382
55.659,0.575
55.708,0.672
55.757,-0.345
55.807,0.091
55.856,0.188
55.905,0.285
55.954,0.769
56.003,0.139
56.053,0.43
56.102,-0.054
56.151,0.091
56.2,0.382
56.249,-0.2
56.299,-0.297
56.348,0.091
56.397,-0.733
56.446,-1.072
56.495,-1.508
56.545,-2.041
56.594,-1.169
56.643,-1.799
56.692,-1.992
56.741,-2.331
56.791,-2.671
56.84,-2.283
56.889,-2.525
56.938,-2.525
56.987,-2.041
57.037,-2.235
57.086,-1.895
57.135,-1.605
57.184,-1.847
57.234,-1.459
57.283,-1.411
57.332,-1.411
57.381,-0.49
57.43,-1.556
57.48,-1.653
57.529,-1.556
57.578,-1.605
57.627,-1.314
57.676,-2.138
57.726,-2.283
57.775,-2.041
57.824,-2.331
57.873,-2.428
57.922,-1.944
57.972,-1.653
58.021,-0.733
58.07,-1.895
58.119,-2.961
58.168,-3.64
58.218,-4.318
58.267,-3.446
58.316,-3.979
58.365,-4.948
58.415,-6.013
58.464,-6.304
58.513,-5.868
58.562,-5.577
58.611,-5.238
58.661,-4.512
58.71,-5.093
58.759,-5.093
58.808,-4.705
58.857,-6.062
58.907,-5.723
58.956,-5.868
59.005,-5.771
59.054,-5.917
59.103,-6.498
59.153,-6.304
59.202,-6.595
59.251,-6.934
59.3,-7.321
59.349,-8.193
59.399,-8.92
59.448,-7.273
59.497,-6.934
59.546,-6.595
59.595,-7.128
59.645,-8.048
59.694,-7.515
59.743,-7.757
59.792,-7.37
59.842,-7.661
59.891,-7.903
59.94,-7.079
59.989,-6.837
60.038,-7.079
60.088,-6.449
60.137,-6.353
60.186,-6.353
60.235,-5.674
60.284,-6.353
60.334,-6.159
60.383,-6.643
60.432,-6.11
60.481,-5.82
60.53,-6.934
60.58,-6.74
60.629,-6.256
60.678,-6.062
60.727,-6.013
60.776,-6.013
60.826,-6.256
60.875,-5.577
60.924,-5.626
60.973,-5.384
61.023,-5.384
61.072,-5.723
61.121,-4.899
61.17,-5.626
61.219,-5.82
61.269,-6.159
61.318,-6.11
61.367,-4.657
61.416,-4.657
61.465,-4.463
61.515,-4.657
61.564,-6.159
61.613,-6.837
61.662,-5.965
61.711,-5.529
61.761,-4.172
61.81,-3.155
61.859,-2.235
61.908,-2.331
61.957,-3.203
62.007,-2.38
62.056,-2.525
62.105,-2.041
62.154,-1.459
62.203,-1.847
62.253,-1.653
62.302,-0.927
62.351,-0.587
62.4,-0.345
62.45,-0.394
62.499,-0.394
62.548,0.575
62.597,0.236
62.646,0.818
62.696,1.06
62.745,0.769
62.794,1.593
62.843,1.108
62.892,2.029
62.942,2.562
62.991,2.659
63.04,3.434
63.089,3.724
63.138,3.724
63.188,4.306
63.237,3.821
63.286,3.821
63.335,4.451
63.385,3.918
63.434,5.129
63.483,5.372
63.532,5.904
63.581,6.825
63.631,6.583
63.68,6.873
63.729,7.213
63.778,7.794
63.828,8.472
63.877,8.23
63.926,7.988
63.975,8.521
64.024,7.745
64.074,7.6
64.123,7.019
64.172,6.437
64.221,6.922
64.27,5.856
64.32,5.759
64.369,5.711
64.418,5.856
64.467,6.341
64.517,7.019
64.566,7.455
64.615,8.472
64.664,8.714
64.713,8.714
64.763,8.569
64.812,7.406
64.861,7.503
64.91,6.825
64.96,7.503
65.009,8.036
65.058,7.116
65.107,7.213
65.156,7.164
65.206,7.455
65.255,8.036
65.304,7.503
65.353,7.019
65.402,7.261
65.452,7.164
65.501,7.503
65.55,7.309
65.599,7.116
65.649,8.036
65.698,7.503
65.747,7.164
65.796,7.019
65.845,6.389
65.895,6.631
65.944,6.05
65.993,5.808
66.042,5.614
66.092,5.129
66.141,5.565
66.19,5.614
66.239,4.887
66.288,5.178
66.338,4.742
66.387,4.79
66.436,5.323
66.485,4.5
66.534,5.129
66.584,4.742
66.633,4.839
66.682,4.984
66.731,4.839
66.781,4.403
66.83,3.918
66.879,3.821
66.928,3.821
66.977,3.773
67.027,3.385
67.076,3.724
67.125,2.755
67.174,2.901
67.224,2.465
67.273,1.641
67.322,1.835
67.371,1.108
67.42,0.866
67.47,0.333
67.519,-0.733
67.568,-1.072
67.617,-1.653
67.666,-1.411
67.716,0.042
67.765,0.285
67.814,0.914
67.863,1.641
67.913,1.011
67.962,1.496
68.011,1.011
68.06,1.06
68.109,0.914
68.159,0.333
68.208,1.254
68.257,1.205
68.306,0.721
68.356,0.478
68.405,0.285
68.454,0.43
68.503,0.866
68.552,-0.006
68.602,0.575
68.651,0.236
68.7,-0.345
68.749,0.236
68.799,-0.248
68.848,-0.006
68.897,-0.2
68.946,-0.539
68.995,-0.345
69.045,-0.927
69.094,-1.217
69.143,-0.927
69.192,-1.314
69.241,-0.83
69.291,-0.927
69.34,-1.799
69.389,-1.411
69.438,-2.089
69.488,-1.799
69.537,-1.459
69.586,-2.235
69.635,-1.508
69.684,-1.556
69.734,-1.556
69.783,-1.072
69.832,-1.75
69.881,-1.653
69.931,-1.072
69.98,-1.362
70.029,-0.83
70.078,-1.508
70.127,-1.799
70.177,-1.072
70.226,-1.75
70.275,-1.362
70.324,-2.089
70.373,-2.719
70.423,-2.041
70.472,-2.235
70.521,-1.314
70.57,-0.394
70.62,-0.781
70.669,-1.12
70.718,-1.653
70.767,-2.816
70.816,-2.913
70.866,-3.349
70.915,-3.107
70.964,-3.543
71.013,-5.432
71.063,-4.705
71.112,-5.238
71.161,-4.802
71.21,-3.64
71.259,-4.027
71.309,-4.221
71.358,-4.657
71.407,-5.093
71.456,-4.948
71.505,-5.626
71.555,-5.868
71.604,-5.432
71.653,-6.692
71.702,-5.868
71.752,-6.11
71.801,-6.885
71.85,-6.692
71.899,-7.321
71.948,-7.564
71.998,-8
72.047,-7.515
72.096,-6.159
72.145,-5.82
72.195,-6.401
72.244,-6.498
72.293,-7.225
72.342,-6.449
72.391,-6.013
72.441,-6.74
72.49,-5.723
72.539,-6.207
72.588,-5.868
72.637,-5.287
72.687,-5.48
72.736,-5.093
72.785,-5.335
72.834,-5.384
72.884,-5.19
72.933,-5.723
72.982,-6.353
73.031,-6.11
73.08,-6.692
73.13,-6.595
73.179,-6.982
73.228,-6.837
73.277,-6.353
73.327,-7.128
73.376,-6.401
73.425,-6.353
73.474,-6.546
73.523,-5.917
73.573,-5.577
73.622,-5.48
73.671,-4.899
73.72,-5.238
73.769,-5.044
73.819,-5.044
73.868,-5.868
73.917,-4.996
73.966,-4.851
74.016,-4.269
74.065,-3.64
74.114,-4.366
74.163,-5.287
74.212,-6.498
74.262,-6.062
74.311,-4.996
74.36,-4.221
74.409,-3.058
74.459,-2.38
74.508,-2.671
74.557,-2.525
74.606,-2.38
74.655,-2.38
74.705,-1.411
74.754,-1.847
74.803,-1.362
74.852,-1.605
74.902,-1.314
74.951,-0.394
75,-0.636
75.049,-0.248
75.098,-0.054
75.148,-0.2
75.197,0.091
75.246,0.575
75.295,0.721
75.344,1.205
75.394,0.672
75.443,1.544
75.492,2.562
75.541,2.61
75.591,3.821
75.64,3.531
75.689,4.112
75.738,4.839
75.787,4.548
75.837,4.064
75.886,4.306
75.935,4.306
75.984,4.79
76.034,4.742
76.083,4.839
76.132,5.662
76.181,5.662
76.23,6.486
76.28,6.341
76.329,6.195
76.378,7.261
76.427,7.6
76.476,8.327
76.526,8.182
76.575,7.794
76.624,8.085
76.673,7.988
76.723,7.309
76.772,7.552
76.821,6.486
76.87,6.341
76.919,6.922
76.969,6.292
77.018,6.873
77.067,6.583
77.116,7.503
77.166,8.811
77.215,9.199
77.264,9.538
77.313,9.15
77.362,8.424
77.412,8.327
77.461,7.309
77.51,6.873
77.559,7.552
77.608,7.406
77.658,7.6
77.707,7.067
77.756,6.583
77.805,7.261
77.855,6.825
77.904,6.97
77.953,6.583
78.002,6.001
78.051,6.777
78.101,6.873
78.15,7.164
78.199,7.842
78.248,7.503
78.298,7.406
78.347,7.406
78.396,7.116
78.445,7.503
78.494,6.437
78.544,6.534
78.593,6.825
78.642,6.244
78.691,6.486
78.74,5.856
78.79,5.904
78.839,5.953
78.888,5.468
78.937,5.468
78.987,5.759
79.036,5.226
79.085,5.517
79.134,5.081
79.183,4.693
79.233,5.129
79.282,4.306
79.331,4.839
79.38,3.821
79.43,3.288
79.479,3.676
79.528,3.337
79.577,3.579
79.626,3.434
79.676,2.804
79.725,2.707
79.774,2.562
79.823,2.126
79.872,2.368
79.922,1.399
79.971,1.351
