Machine Name,P29201A
27.955,-21.296
28.004,-21.248
28.054,-21.587
28.103,-21.538
28.152,-21.635
28.201,-21.538
28.25,-21.781
28.3,-21.151
28.349,-20.763
28.398,-20.521
28.447,-20.327
28.496,-19.988
28.546,-19.504
28.595,-19.068
28.644,-18.486
28.693,-18.583
28.742,-18.438
28.792,-17.324
28.841,-17.033
28.89,-16.936
28.939,-16.5
28.988,-16.403
29.038,-16.258
29.087,-15.386
29.136,-14.756
29.185,-14.465
29.235,-13.642
29.284,-13.157
29.333,-12.818
29.382,-11.607
29.431,-10.686
29.481,-10.299
29.53,-9.766
29.579,-9.185
29.628,-8.409
29.677,-7.731
29.727,-6.859
29.776,-6.52
29.825,-6.326
29.874,-5.551
29.923,-5.163
29.973,-4.485
30.022,-3.807
30.071,-3.226
30.12,-2.402
30.169,-1.482
30.219,-0.706
30.268,-0.609
30.317,-0.27
30.366,0.263
30.415,0.892
30.465,1.861
30.514,2.685
30.563,2.927
30.612,3.557
30.662,4.768
30.711,6.222
30.76,6.9
30.809,7.723
30.858,8.159
30.908,8.838
30.957,10.049
31.006,10.921
31.055,11.502
31.104,11.793
31.154,12.132
31.203,12.713
31.252,13.246
31.301,14.021
31.35,14.264
31.4,15.087
31.449,16.008
31.498,16.734
31.547,17.703
31.596,18.624
31.646,19.641
31.695,20.223
31.744,20.852
31.793,21.531
31.842,22.015
31.892,22.548
31.941,22.984
31.99,22.936
32.039,23.129
32.089,22.936
32.138,23.032
32.187,23.275
32.236,23.565
32.285,23.808
32.335,24.341
32.384,25.31
32.433,25.794
32.482,26.375
32.531,26.569
32.581,26.375
32.63,26.714
32.679,26.957
32.728,27.683
32.777,27.829
32.827,27.683
32.876,27.635
32.925,27.587
32.974,27.683
33.023,27.732
33.073,27.587
33.122,27.877
33.171,28.023
33.22,27.877
33.27,27.732
33.319,27.974
33.368,28.362
33.417,28.652
33.466,28.749
33.516,28.458
33.565,28.458
33.614,28.943
33.663,29.718
33.712,30.154
33.762,30.203
33.811,30.59
33.86,30.348
33.909,29.427
33.958,28.507
34.008,28.846
34.057,29.185
34.106,28.701
34.155,28.119
34.204,27.78
34.254,27.151
34.303,26.424
34.352,25.213
34.401,24.534
34.45,24.147
34.5,23.469
34.549,22.403
34.598,21.337
34.647,20.949
34.697,20.513
34.746,20.174
34.795,19.544
34.844,18.382
34.893,17.606
34.943,17.074
34.992,17.122
35.041,17.074
35.09,16.589
35.139,15.862
35.189,14.845
35.238,14.021
35.287,13.634
35.336,13.392
35.385,12.713
35.435,11.793
35.484,10.969
35.533,10.388
35.582,9.903
35.631,9.225
35.681,8.45
35.73,8.014
35.779,7.142
35.828,6.367
35.878,5.786
35.927,5.059
35.976,4.429
36.025,3.557
36.074,3.266
36.124,2.685
36.173,1.425
36.222,0.456
36.271,-0.706
36.32,-0.9
36.37,-1.142
36.419,-1.772
36.468,-2.499
36.517,-3.565
36.566,-3.855
36.616,-3.952
36.665,-4.243
36.714,-5.018
36.763,-5.793
36.812,-6.375
36.862,-7.44
36.911,-8.167
36.96,-8.991
37.009,-10.105
37.058,-11.122
37.108,-11.849
37.157,-11.849
37.206,-12.624
37.255,-13.254
37.305,-13.787
37.354,-13.932
37.403,-13.642
37.452,-13.932
37.501,-14.514
37.551,-15.047
37.6,-15.676
37.649,-16.5
37.698,-17.566
37.747,-17.614
37.797,-17.566
37.846,-17.711
37.895,-18.05
37.944,-18.777
37.993,-19.165
38.043,-19.649
38.092,-20.23
38.141,-20.763
38.19,-21.054
38.239,-21.151
38.289,-21.393
38.338,-21.829
38.387,-22.12
38.436,-22.556
38.486,-22.847
38.535,-23.428
38.584,-24.397
38.633,-25.317
38.682,-25.705
38.732,-25.899
38.781,-26.189
38.83,-26.044
38.879,-26.189
38.928,-26.674
38.978,-26.625
39.027,-26.528
39.076,-26.625
39.125,-26.238
39.174,-26.141
39.224,-27.013
39.273,-27.643
39.322,-27.788
39.371,-28.03
39.42,-27.788
39.47,-27.837
39.519,-28.176
39.568,-28.079
39.617,-27.885
39.666,-27.982
39.716,-28.224
39.765,-28.03
39.814,-27.497
39.863,-27.401
39.913,-26.916
39.962,-26.771
40.011,-26.577
40.06,-26.092
40.109,-25.85
40.159,-25.753
40.208,-25.366
40.257,-24.93
40.306,-24.978
40.355,-24.93
40.405,-24.833
40.454,-24.93
40.503,-24.833
40.552,-24.106
40.601,-23.622
40.651,-23.04
40.7,-22.459
40.749,-21.732
40.798,-21.732
40.847,-21.538
40.897,-21.054
40.946,-20.86
40.995,-20.085
41.044,-19.794
41.093,-19.455
41.143,-19.068
41.192,-18.389
41.241,-17.953
41.29,-17.856
41.34,-17.081
41.389,-16.209
41.438,-15.143
41.487,-14.417
41.536,-14.126
41.586,-13.593
41.635,-12.818
41.684,-12.237
41.733,-11.849
41.782,-11.171
41.832,-10.444
41.881,-10.541
41.93,-9.717
41.979,-8.603
42.028,-7.876
42.078,-6.568
42.127,-5.89
42.176,-5.212
42.225,-4.34
42.274,-3.129
42.324,-2.16
42.373,-0.997
42.422,0.359
42.471,0.796
42.521,1.522
42.57,2.2
42.619,2.491
42.668,2.636
42.717,3.46
42.767,4.623
42.816,5.01
42.865,5.592
42.914,6.27
42.963,6.803
43.013,7.723
43.062,8.983
43.111,9.613
43.16,10.243
43.209,10.776
43.259,11.696
43.308,12.713
43.357,13.779
43.406,14.264
43.455,14.409
43.505,15.572
43.554,16.202
43.603,16.831
43.652,17.316
43.701,17.655
43.751,18.285
43.8,19.351
43.849,20.416
43.898,20.707
43.948,21.143
43.997,21.87
44.046,22.451
44.095,23.469
44.144,24.147
44.194,24.68
44.243,25.213
44.292,25.649
44.341,25.697
44.39,25.649
44.44,26.036
44.489,26.182
44.538,26.133
44.587,26.327
44.636,26.424
44.686,26.521
44.735,27.005
44.784,27.538
44.833,27.635
44.882,27.877
44.932,28.507
44.981,29.04
45.03,29.427
45.079,30.009
45.129,30.009
45.178,29.718
45.227,29.96
45.276,29.96
45.325,29.864
45.375,29.767
45.424,29.331
45.473,28.701
45.522,28.798
45.571,28.798
45.621,28.313
45.67,28.41
45.719,28.458
45.768,28.313
45.817,27.974
45.867,27.732
45.916,27.635
45.965,27.587
46.014,27.829
46.063,27.441
46.113,27.102
46.162,26.908
46.211,27.296
46.26,28.119
46.309,28.604
46.359,28.652
46.408,28.895
46.457,28.991
46.506,28.071
46.556,27.199
46.605,27.635
46.654,27.247
46.703,26.085
46.752,25.213
46.802,24.438
46.851,23.662
46.9,22.354
46.949,21.337
46.998,20.707
47.048,20.223
47.097,19.835
47.146,18.963
47.195,18.188
47.244,17.703
47.294,17.413
47.343,17.074
47.392,16.444
47.441,15.766
47.49,14.845
47.54,14.264
47.589,14.07
47.638,13.295
47.687,12.762
47.736,11.938
47.786,10.969
47.835,10.097
47.884,9.903
47.933,9.71
47.983,9.08
48.032,8.595
48.081,7.772
48.13,7.336
48.179,7.045
48.229,6.173
48.278,5.398
48.327,4.574
48.376,3.509
48.425,2.297
48.475,1.571
48.524,0.989
48.573,-0.125
48.622,-0.803
48.671,-1.142
48.721,-1.385
48.77,-1.821
48.819,-2.45
48.868,-2.79
48.917,-2.886
48.967,-2.935
49.016,-3.565
49.065,-4.824
49.114,-5.793
49.164,-6.423
49.213,-6.423
49.262,-7.198
49.311,-8.313
49.36,-9.33
49.41,-10.493
49.459,-11.316
49.508,-11.946
49.557,-12.915
49.606,-13.69
49.656,-14.514
49.705,-14.998
49.754,-15.095
49.803,-15.579
49.852,-16.258
49.902,-16.839
49.951,-16.791
50,-17.275
50.049,-17.566
50.098,-18.292
50.148,-18.922
50.197,-19.358
50.246,-20.182
50.295,-20.521
50.344,-20.521
50.394,-20.182
50.443,-19.94
50.492,-20.182
50.541,-20.327
50.591,-20.376
50.64,-20.909
50.689,-21.296
50.738,-22.071
50.787,-22.798
50.837,-23.573
50.886,-24.397
50.935,-25.124
50.984,-25.656
51.033,-25.753
51.083,-26.092
51.132,-26.577
51.181,-26.916
51.23,-27.449
51.279,-27.401
51.329,-27.497
51.378,-27.207
51.427,-27.255
51.476,-27.497
51.525,-27.594
51.575,-27.74
51.624,-27.788
51.673,-27.837
51.722,-27.74
51.772,-27.885
51.821,-28.466
51.87,-28.854
51.919,-28.999
51.968,-28.466
52.018,-27.885
52.067,-27.837
52.116,-27.401
52.165,-27.013
52.214,-26.722
52.264,-26.819
52.313,-26.964
52.362,-26.964
52.411,-26.722
52.46,-26.141
52.51,-26.189
52.559,-26.383
52.608,-26.044
52.657,-25.947
52.706,-25.85
52.756,-25.366
52.805,-24.784
52.854,-24.203
52.903,-23.525
52.952,-23.137
53.002,-23.137
53.051,-22.895
53.1,-22.507
53.149,-22.168
53.199,-21.684
53.248,-21.102
53.297,-20.666
53.346,-20.376
53.395,-19.988
53.445,-19.843
53.494,-19.504
53.543,-18.825
53.592,-18.292
53.641,-17.808
53.691,-17.324
53.74,-16.645
53.789,-15.919
53.838,-15.289
53.887,-14.95
53.937,-14.611
53.986,-13.593
54.035,-12.818
54.084,-12.721
54.133,-12.334
54.183,-11.801
54.232,-11.316
54.281,-10.686
54.33,-9.911
54.38,-9.33
54.429,-8.942
54.478,-8.603
54.527,-7.683
54.576,-6.762
54.626,-5.163
54.675,-4.049
54.724,-3.226
54.773,-2.305
54.822,-1.627
54.872,-1.191
54.921,-0.367
54.97,0.602
55.019,1.038
55.068,1.328
55.118,1.861
55.167,2.104
55.216,2.588
55.265,3.121
55.314,3.702
55.364,4.671
55.413,5.301
55.462,5.786
55.511,5.979
55.56,7.094
55.61,8.256
55.659,9.08
55.708,9.903
55.757,10.194
55.807,10.436
55.856,11.163
55.905,12.277
55.954,12.762
56.003,13.246
56.053,13.925
56.102,14.506
56.151,15.184
56.2,16.008
56.249,16.395
56.299,16.831
56.348,17.606
56.397,18.236
56.446,18.721
56.495,19.157
56.545,19.496
56.594,19.496
56.643,20.029
56.692,20.416
56.741,20.319
56.791,20.852
56.84,21.288
56.889,21.579
56.938,21.918
56.987,22.548
57.037,23.275
57.086,23.565
57.135,23.953
57.184,23.905
57.234,23.662
57.283,23.808
57.332,23.953
57.381,24.05
57.43,24.195
57.48,24.244
57.529,24.244
57.578,24.244
57.627,24.68
57.676,24.68
57.726,24.97
57.775,24.874
57.824,24.631
57.873,24.825
57.922,25.116
57.972,24.777
58.021,24.05
58.07,23.759
58.119,23.42
58.168,22.79
58.218,22.548
58.267,22.112
58.316,21.87
58.365,22.015
58.415,21.773
58.464,21.385
58.513,21.531
58.562,21.87
58.611,22.112
58.661,22.306
58.71,22.209
58.759,22.015
58.808,22.742
58.857,23.469
58.907,23.517
58.956,23.372
59.005,23.178
59.054,22.596
59.103,21.095
59.153,20.319
59.202,20.271
59.251,20.174
59.3,19.593
59.349,18.721
59.399,18.042
59.448,17.461
59.497,16.444
59.546,15.233
59.595,14.506
59.645,14.603
59.694,14.07
59.743,13.198
59.792,12.277
59.842,11.502
59.891,11.26
59.94,10.776
59.989,10.291
60.038,9.371
60.088,8.983
60.137,8.595
60.186,8.45
60.235,8.256
60.284,8.014
60.334,6.9
60.383,6.173
60.432,5.446
60.481,4.962
60.53,4.623
60.58,4.041
60.629,3.024
60.678,2.249
60.727,2.007
60.776,1.377
60.826,0.263
60.875,-0.319
60.924,-1.046
60.973,-1.627
61.023,-1.966
61.072,-1.821
61.121,-2.305
61.17,-2.693
61.219,-3.323
61.269,-3.807
61.318,-3.71
61.367,-4.195
61.416,-4.921
61.465,-5.406
61.515,-5.163
61.564,-5.406
61.613,-6.036
61.662,-7.053
61.711,-7.925
61.761,-8.361
61.81,-8.07
61.859,-8.7
61.908,-9.814
61.957,-10.444
62.007,-11.171
62.056,-11.994
62.105,-12.624
62.154,-13.109
62.203,-14.126
62.253,-15.24
62.302,-15.337
62.351,-15.531
62.4,-15.579
62.45,-15.967
62.499,-16.306
62.548,-16.306
62.597,-15.967
62.646,-16.161
62.696,-16.791
62.745,-16.645
62.794,-16.694
62.843,-17.517
62.892,-17.76
62.942,-17.953
62.991,-17.663
63.04,-17.856
63.089,-18.438
63.138,-19.068
63.188,-19.504
63.237,-19.746
63.286,-20.424
63.335,-21.054
63.385,-21.393
63.434,-21.587
63.483,-21.829
63.532,-22.071
63.581,-22.217
63.631,-22.362
63.68,-22.265
63.729,-22.168
63.778,-22.314
63.828,-22.411
63.877,-22.411
63.926,-22.604
63.975,-22.459
64.024,-22.411
64.074,-22.556
64.123,-22.847
64.172,-22.75
64.221,-22.847
64.27,-23.089
64.32,-23.04
64.369,-23.137
64.418,-23.815
64.467,-24.3
64.517,-24.397
64.566,-24.203
64.615,-23.815
64.664,-23.428
64.713,-23.525
64.763,-23.04
64.812,-22.943
64.861,-23.331
64.91,-23.525
64.96,-23.622
65.009,-23.186
65.058,-22.847
65.107,-22.507
65.156,-22.071
65.206,-21.781
65.255,-21.248
65.304,-21.054
65.353,-20.957
65.402,-20.424
65.452,-19.94
65.501,-19.455
65.55,-19.552
65.599,-19.746
65.649,-19.891
65.698,-19.891
65.747,-19.649
65.796,-19.31
65.845,-19.31
65.895,-19.165
65.944,-18.825
65.993,-18.535
66.042,-18.292
66.092,-17.663
66.141,-17.033
66.19,-16.548
66.239,-16.112
66.288,-15.919
66.338,-15.579
66.387,-14.853
66.436,-14.368
66.485,-14.223
66.534,-13.787
66.584,-13.157
66.633,-12.673
66.682,-12.188
66.731,-11.898
66.781,-11.51
66.83,-10.396
66.879,-9.572
66.928,-9.088
66.977,-8.506
67.027,-8.216
67.076,-8.167
67.125,-8.07
67.174,-7.004
67.224,-6.278
67.273,-6.036
67.322,-5.648
67.371,-5.212
67.42,-4.63
67.47,-3.855
67.519,-2.79
67.568,-1.869
67.617,-1.385
67.666,-0.997
67.716,-0.513
67.765,0.311
67.814,0.989
67.863,1.377
67.913,2.249
67.962,2.927
68.011,3.218
68.06,3.218
68.109,3.218
68.159,3.993
68.208,4.72
68.257,5.834
68.306,6.609
68.356,6.658
68.405,6.948
68.454,7.82
68.503,8.886
68.552,9.903
68.602,10.582
68.651,10.63
68.7,11.115
68.749,12.035
68.799,12.471
68.848,12.956
68.897,13.392
68.946,13.779
68.995,14.457
69.045,14.99
69.094,15.62
69.143,16.202
69.192,17.316
69.241,18.285
69.291,18.915
69.34,19.835
69.389,20.174
69.438,20.707
69.488,20.949
69.537,21.288
69.586,21.87
69.635,22.403
69.684,22.887
69.734,22.887
69.783,22.984
69.832,23.032
69.881,23.032
69.931,23.42
69.98,23.517
70.029,24.05
70.078,24.292
70.127,24.728
70.177,25.455
70.226,25.6
70.275,26.133
70.324,26.375
70.373,25.891
70.423,26.036
70.472,26.278
70.521,26.472
70.57,26.278
70.62,26.182
70.669,25.794
70.718,25.552
70.767,25.891
70.816,25.649
70.866,25.649
70.915,26.23
70.964,26.278
71.013,26.278
71.063,26.424
71.112,26.714
71.161,26.86
71.21,27.054
71.259,27.199
71.309,26.472
71.358,26.182
71.407,26.908
71.456,27.247
71.505,27.877
71.555,27.926
71.604,28.071
71.653,27.538
71.702,26.472
71.752,25.6
71.801,25.649
71.85,26.182
71.899,25.649
71.948,25.019
71.998,24.825
72.047,24.05
72.096,22.936
72.145,22.161
72.195,21.724
72.244,21.337
72.293,21.095
72.342,20.562
72.391,19.108
72.441,18.527
72.49,18.479
72.539,18.236
72.588,17.752
72.637,16.88
72.687,16.105
72.736,15.233
72.785,15.039
72.834,14.651
72.884,13.876
72.933,13.537
72.982,12.326
73.031,11.066
73.08,9.903
73.13,9.613
73.179,8.935
73.228,8.063
73.277,7.917
73.327,7.626
73.376,7.481
73.425,7.094
73.474,6.222
73.523,5.834
73.573,5.301
73.622,4.913
73.671,4.284
73.72,3.848
73.769,2.976
73.819,1.91
73.868,1.571
73.917,1.038
73.966,-0.125
74.016,-0.852
74.065,-1.482
74.114,-2.16
74.163,-2.305
74.212,-2.45
74.262,-3.565
74.311,-4.437
74.36,-4.485
74.409,-4.582
74.459,-5.454
74.508,-6.036
74.557,-7.053
74.606,-8.022
74.655,-8.652
74.705,-9.233
74.754,-10.153
74.803,-11.219
74.852,-12.043
74.902,-12.818
74.951,-12.673
75,-12.866
75.049,-13.448
75.098,-13.593
75.148,-13.496
75.197,-13.545
75.246,-13.932
75.295,-14.368
75.344,-15.289
75.394,-16.209
75.443,-16.984
75.492,-18.05
75.541,-18.535
75.591,-18.438
75.64,-18.486
75.689,-18.68
75.738,-19.068
75.787,-19.213
75.837,-19.601
75.886,-20.037
75.935,-20.23
75.984,-20.86
76.034,-20.812
76.083,-21.151
76.132,-21.974
76.181,-22.507
76.23,-22.992
76.28,-23.428
76.329,-23.912
76.378,-24.348
76.427,-24.833
76.476,-25.269
76.526,-24.978
76.575,-24.881
76.624,-24.736
76.673,-24.688
76.723,-24.881
76.772,-24.833
76.821,-24.881
76.87,-24.542
76.919,-24.445
76.969,-24.784
77.018,-25.366
77.067,-26.383
77.116,-26.722
77.166,-26.577
77.215,-26.528
77.264,-26.432
77.313,-26.238
77.362,-25.608
77.412,-25.366
77.461,-25.075
77.51,-25.124
77.559,-25.075
77.608,-24.542
77.658,-24.3
77.707,-24.106
77.756,-24.251
77.805,-24.106
77.855,-24.009
77.904,-23.719
77.953,-23.476
78.002,-23.186
78.051,-22.701
78.101,-22.411
78.15,-22.411
78.199,-22.265
78.248,-21.974
78.298,-21.442
78.347,-20.909
78.396,-20.618
78.445,-20.569
78.494,-20.376
78.544,-20.085
78.593,-20.037
78.642,-19.891
78.691,-19.649
78.74,-19.261
78.79,-18.777
78.839,-18.874
78.888,-18.583
78.937,-17.953
78.987,-17.178
79.036,-16.403
79.085,-16.161
79.134,-15.579
79.183,-14.707
79.233,-13.884
79.282,-13.254
79.331,-12.721
79.38,-12.237
79.43,-12.14
79.479,-11.655
79.528,-11.026
79.577,-10.589
79.626,-10.105
79.676,-9.475
