Data Source;Time;Value,
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2035|Temperature|Based Value;""2026-10-20 11:44:48","031631"";57.3255920410156"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2035|Temperature|Hi;""2026-10-20 11:44:48","031631"";65.3255920410156"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2038|Temperature|Lo;""2026-10-20 11:44:48","031631"";53.0310440063477"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2038|Temperature|Based Value;""2026-10-20 11:44:48","031631"";61.0310440063477"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2038|Temperature|Hi;""2026-10-20 11:44:48","031631"";69.0310440063477"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2036|Temperature|Lo;""2026-10-20 11:44:48","031631"";49.3255920410156"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2036|Temperature|Based Value;""2026-10-20 11:44:48","031631"";57.3255920410156"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2036|Temperature|Hi;""2026-10-20 11:44:48","031631"";65.3255920410156"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2037|Temperature|Lo;""2026-10-20 11:44:48","031631"";51.8523483276367"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2037|Temperature|Based Value;""2026-10-20 11:44:48","031631"";59.8523483276367"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2037|Temperature|Hi;""2026-10-20 11:44:48","031631"";67.8523483276367"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2005|Temperature|Lo;""2026-10-20 11:44:48","031631"";55.9766654968262"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2005|Temperature|Based Value;""2026-10-20 11:44:48","031631"";63.9766654968262"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2005|Temperature|Hi;""2026-10-20 11:44:48","031631"";71.9766654968262"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2039|Temperature|Lo;""2026-10-20 11:44:48","031631"";50.4683990478516"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2039|Temperature|Based Value;""2026-10-20 11:44:48","031631"";58.4683990478516"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2039|Temperature|Hi;""2026-10-20 11:44:48","031631"";66.4683990478516"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29TE-2055|Temperature|Lo;""2026-10-20 11:44:48","031631"";49.8748893737793"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29TE-2055|Temperature|Based Value;""2026-10-20 11:44:48","031631"";54.8748893737793"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29TE-2055|Temperature|Hi;""2026-10-20 11:44:48","031631"";59.8748893737793"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29TE-2056|Temperature|Lo;""2026-10-20 11:44:48","031631"";52.3087158203125"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29TE-2056|Temperature|Based Value;""2026-10-20 11:44:48","031631"";57.3087158203125"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29TE-2056|Temperature|Hi;""2026-10-20 11:44:48","031631"";62.3087158203125"
