timestamp,1X_Amp_29VT-2001X,1X_Amp_29VT-2001Y,1X_Amp_29VT-2003X,1X_Amp_29VT-2003Y,1X_Amp_29VT-2005X,1X_Amp_29VT-2005Y,1X_Amp_29VT-2007X,1X_Amp_29VT-2007Y,1X_Phase_29VT-2001X,1X_Phase_29VT-2001Y,1X_Phase_29VT-2003X,1X_Phase_29VT-2003Y,1X_Phase_29VT-2005X,1X_Phase_29VT-2005Y,1X_Phase_29VT-2007X,1X_Phase_29VT-2007Y,29SIC2001,29SIC2001A,29FI2005,29FI2006,29PI2011,29PI2012,29PDI2007A,29LI2002A,29TI2030,29TI2031,29TI2026A
2026-02-22 22:00:00,17.4196,15.4789,51.1373,34.3941,9.6406,8.323,6.6278,12.5869,107.0,13.1849,217.0,127.0,8.0438,293.743,153.0587,74.0,4815.0,98.3696,28478.3202,27161.6777,3.8752,0.4345,21.0786,65.9248,393.6201,245.0476,49.5359
2026-02-22 23:00:00,16.8055,16.2493,46.4767,32.3825,9.5431,8.1008,6.6856,12.2875,104.7519,12.5957,220.0555,125.4893,9.0532,294.0,153.0229,74.0,4815.0,98.3696,28462.7284,27099.8514,3.8648,0.4329,20.8761,65.9129,393.7549,244.5062,49.7079
2026-02-23 00:00:00,17.857,16.882,48.3629,30.8548,9.6872,8.139,6.6946,12.4992,105.2583,12.0,219.0708,125.3484,9.0,294.0,153.9709,75.0,4815.0,98.3696,28450.9624,27087.8326,3.8726,0.434,20.8388,65.9011,394.2969,244.7613,49.8761
2026-02-23 01:00:00,18.0495,16.493,47.4022,33.1925,9.6906,8.2359,6.5403,12.4992,105.2054,13.0,217.3496,125.848,8.9412,294.0,153.9738,74.2211,4815.0,98.3696,28488.9248,27218.982,3.8706,0.4351,20.8533,65.8892,394.2512,244.696,49.8609
2026-02-23 02:00:00,17.5785,16.9429,46.4098,31.6253,9.5902,8.1875,6.2308,12.3214,103.727,11.4171,218.3295,122.2656,8.0711,294.0,152.0,73.7878,4815.0,98.3696,28815.61,27161.1738,3.8717,0.4428,20.9503,65.8774,393.5058,245.226,49.8169
2026-02-23 03:00:00,17.6709,16.2675,49.4446,31.6019,9.6176,8.2146,6.4924,12.5322,106.0,13.797,217.3443,126.8542,9.0,293.0,151.0578,73.2131,4815.0,98.3696,28853.6127,27295.0153,3.8639,0.4485,21.0031,65.877,393.7478,245.4958,49.7729
2026-02-23 04:00:00,17.287,15.9677,48.5655,31.1852,9.646,8.139,6.5123,12.3539,103.5565,13.2159,219.3323,130.81,8.8563,294.0,154.0,74.7938,4815.0,98.3696,28377.467,27061.0144,3.8753,0.4272,21.0887,65.8793,394.0013,244.3021,49.729
2026-02-23 05:00:00,17.3088,16.5197,49.0179,31.9545,9.543,8.1492,6.5133,12.2285,104.5397,14.162,218.3271,125.9358,9.0,294.0,151.9614,73.0,4815.0,98.3696,28509.2429,27197.961,3.8785,0.4373,20.9832,65.8816,393.8782,245.0804,49.6942
2026-02-23 06:00:00,16.7094,16.4748,49.1015,31.7974,9.6406,8.139,7.2273,12.6357,106.7505,12.1876,217.3631,124.9075,8.9562,293.7433,162.9768,77.766,4815.0,98.3696,28493.2965,27244.8912,3.8769,0.4372,20.8519,65.8839,393.4801,244.775,49.775
2026-02-23 07:00:00,17.1883,16.4651,48.2152,31.5451,9.8347,8.2565,6.5497,12.2086,104.7423,12.1952,220.7173,123.3892,9.0,294.0,163.9787,77.0,4815.0,98.3696,28583.3589,27164.4846,3.8674,0.4426,21.0434,65.8862,393.5374,244.9209,49.8564
